YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,CONFIRMED_UNITS,GRAFFITI,SCORE,AGE
2019,1968,PRIVATE,118,5,74,51
2019,1968,PRIVATE,144,5,63,51
2019,1975,PRIVATE,198,5,60,44
2019,1968,PRIVATE,234,4,57,51
2019,1970,PRIVATE,79,5,72,49
2019,1970,PRIVATE,53,3,59,49
2019,1968,PRIVATE,30,5,78,51
2019,1970,TCHC,94,3,71,49
2019,1968,TCHC,97,4,66,51
2019,1970,PRIVATE,137,5,61,49
2019,1970,PRIVATE,109,5,87,49
2019,1962,PRIVATE,15,5,83,57
2019,1965,PRIVATE,22,5,84,54
2019,1950,PRIVATE,11,5,73,69
2019,1958,PRIVATE,40,5,85,61
2019,1958,PRIVATE,40,5,85,61
2019,1967,PRIVATE,60,5,57,52
2019,2010,PRIVATE,74,5,99,9
2019,2010,PRIVATE,74,5,97,9
2019,1959,PRIVATE,99,5,77,60
2019,1959,PRIVATE,100,5,72,60
2019,1959,PRIVATE,71,5,75,60
2019,1959,PRIVATE,71,5,76,60
2019,1961,PRIVATE,144,5,80,58
2019,1960,PRIVATE,40,5,73,59
2019,2003,PRIVATE,306,5,89,16
2019,1977,PRIVATE,61,4,61,42
2019,1958,PRIVATE,65,5,90,61
2019,1960,PRIVATE,130,5,75,59
2019,1977,PRIVATE,46,4,61,42
2019,1960,PRIVATE,66,5,75,59
2019,1965,PRIVATE,118,5,72,54
2019,1970,PRIVATE,229,5,80,49
2019,1970,PRIVATE,61,5,69,49
2019,1958,PRIVATE,10,5,65,61
2019,1953,PRIVATE,11,5,72,66
2019,1955,PRIVATE,42,5,75,64
2019,1958,PRIVATE,55,5,73,61
2019,1970,PRIVATE,233,5,88,49
2019,1968,PRIVATE,304,5,89,51
2019,1968,PRIVATE,83,5,88,51
2019,1958,PRIVATE,55,5,78,61
2019,1958,PRIVATE,21,5,76,61
2019,1960,PRIVATE,42,5,76,59
2019,1960,PRIVATE,42,5,76,59
2019,1960,PRIVATE,85,5,78,59
2019,1960,PRIVATE,86,5,79,59
2019,1960,PRIVATE,81,5,79,59
2019,1960,PRIVATE,84,5,82,59
2019,1968,PRIVATE,27,5,79,51
2019,1960,PRIVATE,36,5,76,59
2019,1958,PRIVATE,35,5,86,61
2019,1955,PRIVATE,11,3,56,64
2019,1969,PRIVATE,11,5,89,50
2019,1955,PRIVATE,11,3,78,64
2019,1950,PRIVATE,11,3,53,69
2019,1965,PRIVATE,11,5,93,54
2019,1965,PRIVATE,11,5,95,54
2019,1965,PRIVATE,11,5,92,54
2019,1965,PRIVATE,11,5,95,54
2019,1968,PRIVATE,158,5,76,51
2019,1962,PRIVATE,41,5,72,57
2019,1950,PRIVATE,54,5,76,69
2019,1955,PRIVATE,12,5,55,64
2019,1972,PRIVATE,11,5,54,47
2019,1963,PRIVATE,12,3,85,56
2019,1967,PRIVATE,198,5,86,52
2019,2010,PRIVATE,332,5,94,9
2019,1958,PRIVATE,11,5,78,61
2019,1959,PRIVATE,26,5,78,60
2019,1958,PRIVATE,26,5,81,61
2019,1954,PRIVATE,12,4,59,65
2019,1972,PRIVATE,228,4,82,47
2019,1985,PRIVATE,438,5,88,34
2019,1968,PRIVATE,159,5,80,51
2019,1966,PRIVATE,391,5,86,53
2019,1966,PRIVATE,107,5,86,53
2019,1976,PRIVATE,366,5,82,43
2019,1975,PRIVATE,277,5,82,44
2019,1967,PRIVATE,218,5,80,52
2019,1965,PRIVATE,287,5,95,54
2019,1972,PRIVATE,206,5,89,47
2019,1970,PRIVATE,206,5,90,49
2019,1967,PRIVATE,418,4,69,52
2019,1945,PRIVATE,11,3,53,74
2019,1972,PRIVATE,300,5,98,47
2019,1967,PRIVATE,216,5,80,52
2019,2006,PRIVATE,232,5,91,13
2019,1970,PRIVATE,287,5,92,49
2019,2013,PRIVATE,105,5,99,6
2019,1953,PRIVATE,50,5,79,66
2019,1964,PRIVATE,50,4,75,55
2019,1945,PRIVATE,11,5,80,74
2019,1945,PRIVATE,11,5,78,74
2019,1949,PRIVATE,11,5,69,70
2019,1949,PRIVATE,11,5,69,70
2019,1955,TCHC,13,4,64,64
2019,1968,PRIVATE,267,5,68,51
2019,1971,PRIVATE,419,4,76,48
2019,1970,PRIVATE,350,3,68,49
2019,1954,PRIVATE,12,3,74,65
2019,1967,PRIVATE,141,5,76,52
2019,2005,PRIVATE,84,5,97,14
2019,1987,SOCIAL HOUSING,123,5,70,32
2019,1958,PRIVATE,87,4,53,61
2019,1968,PRIVATE,139,5,94,51
2019,1970,PRIVATE,128,5,91,49
2019,1970,PRIVATE,128,5,87,49
2019,1968,PRIVATE,181,5,69,51
2019,1966,PRIVATE,80,5,81,53
2019,1983,SOCIAL HOUSING,130,5,76,36
2019,1969,PRIVATE,35,5,80,50
2019,1960,PRIVATE,142,5,81,59
2019,1962,PRIVATE,167,5,81,57
2019,1965,PRIVATE,64,5,83,54
2019,1963,PRIVATE,81,5,79,56
2019,1962,PRIVATE,60,5,81,57
2019,1970,PRIVATE,93,5,81,49
2019,1969,TCHC,246,2,54,50
2019,1960,PRIVATE,28,4,69,59
2019,1960,PRIVATE,50,4,63,59
2019,1968,PRIVATE,170,5,91,51
2019,1960,PRIVATE,171,5,88,59
2019,1970,PRIVATE,168,5,93,49
2019,1964,PRIVATE,304,5,84,55
2019,1969,PRIVATE,137,4,94,50
2019,1959,PRIVATE,77,5,87,60
2019,1979,PRIVATE,372,5,82,40
2019,1970,PRIVATE,223,5,92,49
2019,1996,SOCIAL HOUSING,132,5,76,23
2019,1994,SOCIAL HOUSING,61,4,63,25
2019,1978,PRIVATE,246,5,85,41
2019,1963,PRIVATE,59,4,75,56
2019,1967,PRIVATE,61,5,76,52
2019,1960,PRIVATE,11,4,74,59
2019,1955,PRIVATE,47,5,70,64
2019,1959,PRIVATE,29,5,67,60
2019,1970,PRIVATE,66,5,80,49
2019,1993,TCHC,79,5,69,26
2019,1966,PRIVATE,224,5,93,53
2019,1965,PRIVATE,231,5,92,54
2019,1994,SOCIAL HOUSING,61,5,81,25
2019,1964,PRIVATE,128,5,83,55
2019,1965,PRIVATE,117,5,71,54
2019,1959,PRIVATE,237,5,82,60
2019,1971,TCHC,164,5,78,48
2019,1965,PRIVATE,69,5,85,54
2019,1965,PRIVATE,117,5,72,54
2019,1964,PRIVATE,38,4,73,55
2019,1964,PRIVATE,44,4,67,55
2019,1965,PRIVATE,76,5,69,54
2019,1965,PRIVATE,57,5,70,54
2019,1966,PRIVATE,163,5,89,53
2019,1965,PRIVATE,218,5,90,54
2019,1970,PRIVATE,174,5,97,49
2019,1962,PRIVATE,117,5,90,57
2019,1968,PRIVATE,153,5,83,51
2019,1969,PRIVATE,125,5,86,50
2019,1964,PRIVATE,172,5,84,55
2019,1979,TCHC,275,5,92,40
2019,1959,PRIVATE,10,5,73,60
2019,1983,SOCIAL HOUSING,141,5,73,36
2019,1960,PRIVATE,58,5,73,59
2019,2008,PRIVATE,264,4,77,11
2019,1992,SOCIAL HOUSING,125,5,90,27
2019,1996,SOCIAL HOUSING,81,5,89,23
2019,1959,PRIVATE,92,5,90,60
2019,1959,PRIVATE,96,5,90,60
2019,1971,PRIVATE,67,5,93,48
2019,1956,PRIVATE,11,3,52,63
2019,1956,PRIVATE,12,3,55,63
2019,1958,PRIVATE,15,5,66,61
2019,1995,SOCIAL HOUSING,24,5,65,24
2019,1957,PRIVATE,11,5,47,62
2019,1964,PRIVATE,10,3,69,55
2019,1960,PRIVATE,12,5,80,59
2019,1967,PRIVATE,57,4,62,52
2019,1977,PRIVATE,95,5,66,42
2019,1960,PRIVATE,63,5,81,59
2019,1950,PRIVATE,10,5,67,69
2019,1950,PRIVATE,12,5,75,69
2019,1958,PRIVATE,26,5,81,61
2019,1968,PRIVATE,40,4,74,51
2019,1967,TCHC,76,5,53,52
2019,1960,PRIVATE,105,5,79,59
2019,1968,PRIVATE,218,5,87,51
2019,1971,PRIVATE,234,5,95,48
2019,1971,PRIVATE,235,5,94,48
2019,1960,PRIVATE,151,5,92,59
2019,2013,PRIVATE,62,5,77,6
2019,1983,TCHC,255,3,47,36
2019,1960,PRIVATE,130,5,74,59
2019,1976,PRIVATE,217,5,86,43
2019,1973,PRIVATE,346,4,84,46
2019,1969,PRIVATE,344,5,89,50
2019,1974,PRIVATE,327,5,89,45
2019,1953,PRIVATE,11,5,81,66
2019,1959,PRIVATE,39,5,80,60
2019,1962,PRIVATE,30,3,72,57
2019,1953,PRIVATE,49,5,75,66
2019,1986,SOCIAL HOUSING,140,5,71,33
2019,1964,PRIVATE,56,5,92,55
2019,1964,PRIVATE,56,5,92,55
2019,1964,PRIVATE,56,5,90,55
2019,1968,PRIVATE,278,5,86,51
2019,1957,PRIVATE,30,4,61,62
2019,1974,TCHC,204,5,70,45
2019,1967,PRIVATE,297,4,82,52
2019,1969,PRIVATE,167,5,89,50
2019,1960,PRIVATE,57,5,72,59
2019,1960,PRIVATE,42,5,81,59
2019,1961,PRIVATE,51,5,83,58
2019,1961,PRIVATE,52,5,83,58
2019,1963,PRIVATE,53,4,74,56
2019,1967,PRIVATE,42,5,80,52
2019,1969,PRIVATE,284,5,79,50
2019,1966,PRIVATE,217,5,82,53
2019,1968,PRIVATE,109,5,90,51
2019,2008,PRIVATE,184,5,77,11
2019,1960,PRIVATE,60,4,79,59
2019,1965,PRIVATE,43,5,74,54
2019,1960,PRIVATE,19,5,80,59
2019,1961,PRIVATE,71,5,89,58
2019,1969,PRIVATE,218,5,78,50
2019,1957,PRIVATE,22,5,69,62
2019,2012,PRIVATE,240,5,99,7
2019,1982,SOCIAL HOUSING,174,5,62,37
2019,1969,PRIVATE,29,5,64,50
2019,1968,PRIVATE,155,5,87,51
2019,1992,SOCIAL HOUSING,150,5,84,27
2019,1959,PRIVATE,30,5,65,60
2019,1965,PRIVATE,30,5,56,54
2019,1960,PRIVATE,34,5,83,59
2019,1961,PRIVATE,32,5,89,58
2019,1960,PRIVATE,121,5,81,59
2019,1960,PRIVATE,121,5,81,59
2019,1968,PRIVATE,189,5,91,51
2019,1966,PRIVATE,179,4,90,53
2019,1986,PRIVATE,107,5,95,33
2019,1996,SOCIAL HOUSING,53,5,95,23
2019,1967,PRIVATE,175,5,94,52
2019,1985,PRIVATE,71,5,71,34
2019,1960,PRIVATE,60,3,80,59
2019,1958,PRIVATE,61,5,80,61
2019,1960,PRIVATE,60,2,74,59
2019,1967,PRIVATE,246,5,60,52
2019,1967,PRIVATE,245,3,56,52
2019,1973,TCHC,400,5,71,46
2019,1962,PRIVATE,62,5,81,57
2019,1962,PRIVATE,76,5,74,57
2019,1961,PRIVATE,93,5,87,58
2019,1961,PRIVATE,65,5,87,58
2019,1967,PRIVATE,150,5,70,52
2019,1965,PRIVATE,101,4,64,54
2019,1958,PRIVATE,12,5,72,61
2019,1956,PRIVATE,11,5,74,63
2019,1955,PRIVATE,11,5,66,64
2019,1954,PRIVATE,11,5,68,65
2019,1965,PRIVATE,11,5,79,54
2019,1971,TCHC,326,3,56,48
2019,1954,PRIVATE,10,5,68,65
2019,1955,PRIVATE,10,5,79,64
2019,1954,PRIVATE,11,5,64,65
2019,1960,PRIVATE,43,5,76,59
2019,1959,PRIVATE,61,5,81,60
2019,1959,PRIVATE,61,5,83,60
2019,1945,PRIVATE,10,5,64,74
2019,1954,PRIVATE,11,5,64,65
2019,1994,SOCIAL HOUSING,119,5,86,25
2019,1974,PRIVATE,420,5,72,45
2019,1959,PRIVATE,20,5,84,60
2019,1963,PRIVATE,76,5,83,56
2019,1962,PRIVATE,65,5,80,57
2019,1989,SOCIAL HOUSING,70,5,88,30
2019,1987,SOCIAL HOUSING,112,5,94,32
2019,1958,PRIVATE,54,5,93,61
2019,1982,PRIVATE,141,4,90,37
2019,1982,PRIVATE,132,4,88,37
2019,1968,PRIVATE,27,5,82,51
2019,1966,PRIVATE,93,5,98,53
2019,1968,PRIVATE,59,5,74,51
2019,1965,PRIVATE,11,5,79,54
2019,1965,PRIVATE,11,5,76,54
2019,1940,PRIVATE,14,5,74,79
2019,1955,PRIVATE,70,5,87,64
2019,1960,PRIVATE,59,5,83,59
2019,1960,PRIVATE,61,5,87,59
2019,1954,PRIVATE,10,5,76,65
2019,1962,PRIVATE,116,4,62,57
2019,1957,PRIVATE,34,5,72,62
2019,1961,PRIVATE,48,5,76,58
2019,1962,PRIVATE,24,5,67,57
2019,1958,PRIVATE,10,5,73,61
2019,1967,PRIVATE,207,5,67,52
2019,1967,PRIVATE,214,5,64,52
2019,1961,PRIVATE,71,5,85,58
2019,1960,PRIVATE,64,5,84,59
2019,1951,PRIVATE,66,5,94,68
2019,1972,PRIVATE,262,4,60,47
2019,1972,PRIVATE,263,4,61,47
2019,1974,PRIVATE,223,4,71,45
2019,1959,PRIVATE,22,4,80,60
2019,1982,PRIVATE,92,4,88,37
2019,1982,PRIVATE,203,5,89,37
2019,1982,PRIVATE,117,5,89,37
2019,1958,PRIVATE,22,4,81,61
2019,1955,PRIVATE,48,5,87,64
2019,1958,PRIVATE,61,5,94,61
2019,1962,PRIVATE,78,5,76,57
2019,1920,PRIVATE,15,5,63,99
2019,1930,PRIVATE,15,5,68,89
2019,1967,PRIVATE,38,5,63,52
2019,1977,SOCIAL HOUSING,200,5,78,42
2019,1962,PRIVATE,85,5,96,57
2019,1994,SOCIAL HOUSING,68,5,92,25
2019,1969,PRIVATE,330,5,67,50
2019,1965,PRIVATE,230,5,73,54
2019,1986,PRIVATE,243,5,91,33
2019,1979,PRIVATE,26,5,68,40
2019,1963,PRIVATE,113,5,94,56
2019,1958,PRIVATE,64,5,83,61
2019,1962,PRIVATE,69,5,81,57
2019,1954,PRIVATE,77,5,81,65
2019,1960,PRIVATE,43,5,87,59
2019,1958,PRIVATE,65,5,81,61
2019,1940,PRIVATE,30,5,67,79
2019,1914,PRIVATE,13,5,59,105
2019,1990,SOCIAL HOUSING,75,5,87,29
2019,1962,PRIVATE,65,5,86,57
2019,1963,PRIVATE,113,5,95,56
2019,1962,PRIVATE,111,5,94,57
2019,1962,PRIVATE,101,5,95,57
2019,1965,PRIVATE,164,5,82,54
2019,1966,PRIVATE,234,5,81,53
2019,1965,PRIVATE,164,5,80,54
2019,1969,PRIVATE,83,4,77,50
2019,1983,SOCIAL HOUSING,127,5,92,36
2019,1968,PRIVATE,124,5,94,51
2019,1967,PRIVATE,148,5,95,52
2019,1967,PRIVATE,41,5,90,52
2019,1986,PRIVATE,336,5,91,33
2019,1973,PRIVATE,233,5,64,46
2019,1971,PRIVATE,293,3,62,48
2019,1992,SOCIAL HOUSING,80,5,85,27
2019,1966,PRIVATE,112,5,85,53
2019,1930,PRIVATE,24,3,56,89
2019,1965,PRIVATE,93,5,91,54
2019,1952,PRIVATE,66,5,76,67
2019,1968,PRIVATE,32,5,73,51
2019,1961,PRIVATE,64,5,91,58
2019,1961,PRIVATE,57,5,89,58
2019,1965,PRIVATE,65,5,82,54
2019,1959,PRIVATE,69,4,77,60
2019,1962,PRIVATE,120,5,77,57
2019,1961,PRIVATE,11,5,80,58
2019,1960,PRIVATE,47,5,68,59
2019,1963,PRIVATE,62,5,73,56
2019,1960,PRIVATE,21,5,56,59
2019,1959,PRIVATE,91,5,81,60
2019,1967,PRIVATE,76,5,83,52
2019,1956,PRIVATE,66,5,58,63
2019,1961,PRIVATE,33,5,72,58
2019,1910,SOCIAL HOUSING,48,5,78,109
2019,1962,PRIVATE,97,5,87,57
2019,1963,PRIVATE,69,5,84,56
2019,1968,PRIVATE,52,5,80,51
2019,1972,PRIVATE,214,5,72,47
2019,1950,PRIVATE,11,5,82,69
2019,1965,PRIVATE,11,5,76,54
2019,1950,PRIVATE,11,5,79,69
2019,1965,PRIVATE,11,5,76,54
2019,1965,PRIVATE,11,5,80,54
2019,1959,PRIVATE,61,5,62,60
2019,1957,PRIVATE,72,5,80,62
2019,1958,PRIVATE,66,5,81,61
2019,1960,PRIVATE,12,3,64,59
2019,1960,PRIVATE,12,3,61,59
2019,1965,PRIVATE,371,3,68,54
2019,1965,PRIVATE,371,3,66,54
2019,1972,PRIVATE,189,5,67,47
2019,1976,SOCIAL HOUSING,136,5,79,43
2019,1960,PRIVATE,80,5,82,59
2019,1962,PRIVATE,56,5,76,57
2019,1952,PRIVATE,56,5,82,67
2019,1976,PRIVATE,457,5,76,43
2019,1976,PRIVATE,638,5,77,43
2019,1955,PRIVATE,111,5,84,64
2019,1958,PRIVATE,66,5,79,61
2019,1992,SOCIAL HOUSING,72,5,88,27
2019,1971,TCHC,384,4,71,48
2019,1931,PRIVATE,29,5,71,88
2019,1939,PRIVATE,10,5,83,80
2019,1960,PRIVATE,133,5,80,59
2019,1960,PRIVATE,133,5,81,59
2019,1941,PRIVATE,105,5,74,78
2019,1961,PRIVATE,151,5,84,58
2019,1954,PRIVATE,12,5,77,65
2019,1965,PRIVATE,69,5,87,54
2019,1967,PRIVATE,132,4,73,52
2019,1968,PRIVATE,279,5,96,51
2019,1975,SOCIAL HOUSING,77,3,79,44
2019,1960,PRIVATE,32,5,69,59
2019,1969,PRIVATE,201,5,81,50
2019,1969,PRIVATE,331,5,73,50
2019,1969,PRIVATE,321,5,76,50
2019,1962,PRIVATE,92,5,83,57
2019,1962,PRIVATE,52,5,82,57
2019,1963,PRIVATE,91,3,77,56
2019,1963,PRIVATE,25,5,93,56
2019,1963,PRIVATE,38,5,93,56
2019,1958,PRIVATE,17,5,89,61
2019,1986,PRIVATE,171,5,85,33
2019,1958,PRIVATE,48,5,60,61
2019,1965,PRIVATE,75,5,69,54
2019,1965,PRIVATE,216,5,78,54
2019,1965,PRIVATE,221,5,72,54
2019,1965,PRIVATE,221,5,67,54
2019,1951,PRIVATE,72,5,75,68
2019,1961,PRIVATE,36,5,69,58
2019,1952,PRIVATE,26,5,71,67
2019,1952,PRIVATE,26,5,73,67
2019,1955,PRIVATE,17,5,69,64
2019,1955,PRIVATE,27,5,71,64
2019,1958,PRIVATE,18,5,82,61
2019,1959,PRIVATE,35,5,81,60
2019,1966,PRIVATE,52,5,81,53
2019,1965,PRIVATE,221,5,68,54
2019,1952,PRIVATE,26,5,67,67
2019,1953,PRIVATE,111,5,71,66
2019,1993,SOCIAL HOUSING,68,5,87,26
2019,1965,PRIVATE,109,5,59,54
2019,1962,PRIVATE,47,5,71,57
2019,1960,PRIVATE,64,5,86,59
2019,1957,PRIVATE,81,5,70,62
2019,1955,PRIVATE,47,5,78,64
2019,1940,PRIVATE,16,5,68,79
2019,1940,PRIVATE,16,5,68,79
2019,1930,PRIVATE,60,5,67,89
2019,1929,PRIVATE,24,5,65,90
2019,1992,SOCIAL HOUSING,94,5,72,27
2019,1960,PRIVATE,62,5,89,59
2019,1960,PRIVATE,86,5,91,59
2019,1965,PRIVATE,47,5,72,54
2019,1965,PRIVATE,55,5,70,54
2019,1960,PRIVATE,71,5,90,59
2019,1960,PRIVATE,64,5,93,59
2019,1960,PRIVATE,71,5,93,59
2019,1966,PRIVATE,320,3,69,53
2019,1965,PRIVATE,37,5,76,54
2019,1959,PRIVATE,16,5,79,60
2019,1960,PRIVATE,77,5,83,59
2019,1960,PRIVATE,77,5,86,59
2019,1955,PRIVATE,82,3,70,64
2019,1960,PRIVATE,76,5,82,59
2019,1959,PRIVATE,88,5,81,60
2019,1957,PRIVATE,38,5,92,62
2019,1935,PRIVATE,13,5,60,84
2019,1967,PRIVATE,64,5,93,52
2019,1993,SOCIAL HOUSING,221,5,89,26
2019,1950,PRIVATE,23,5,71,69
2019,1966,PRIVATE,24,5,78,53
2019,1955,PRIVATE,23,5,88,64
2019,1992,SOCIAL HOUSING,21,5,73,27
2019,1960,PRIVATE,16,5,64,59
2019,1972,TCHC,153,4,52,47
2019,1972,TCHC,132,3,66,47
2019,1990,SOCIAL HOUSING,208,4,63,29
2019,1966,PRIVATE,319,4,85,53
2019,1971,PRIVATE,500,5,93,48
2019,1971,PRIVATE,496,5,94,48
2019,1964,PRIVATE,287,3,67,55
2019,1962,PRIVATE,60,5,75,57
2019,1964,PRIVATE,90,5,82,55
2019,1960,PRIVATE,57,5,82,59
2019,1960,PRIVATE,57,5,90,59
2019,1955,PRIVATE,60,5,82,64
2019,1944,PRIVATE,27,5,75,75
2019,1960,PRIVATE,42,5,92,59
2019,1952,PRIVATE,48,5,72,67
2019,1957,PRIVATE,11,5,75,62
2019,1967,PRIVATE,46,5,80,52
2019,1963,PRIVATE,97,5,63,56
2019,1963,PRIVATE,97,3,60,56
2019,1957,PRIVATE,52,5,78,62
2019,1992,SOCIAL HOUSING,55,5,76,27
2019,1955,PRIVATE,48,5,72,64
2019,1957,PRIVATE,23,5,69,62
2019,1959,PRIVATE,24,5,61,60
2019,1920,PRIVATE,12,5,84,99
2019,1938,PRIVATE,22,5,81,81
2019,1954,PRIVATE,30,5,65,65
2019,1955,PRIVATE,25,5,68,64
2019,1958,PRIVATE,12,5,73,61
2019,1958,PRIVATE,11,5,83,61
2019,1967,PRIVATE,85,5,85,52
2019,1969,PRIVATE,207,5,97,50
2019,1962,PRIVATE,48,5,89,57
2019,1969,PRIVATE,149,5,88,50
2019,1963,PRIVATE,57,5,91,56
2019,1964,PRIVATE,51,4,74,55
2019,1965,PRIVATE,54,5,76,54
2019,1986,PRIVATE,88,5,92,33
2019,1954,PRIVATE,18,5,81,65
2019,1961,PRIVATE,37,5,85,58
2019,1950,PRIVATE,43,5,84,69
2019,1954,PRIVATE,21,3,75,65
2019,1958,PRIVATE,22,4,71,61
2019,1957,PRIVATE,65,5,78,62
2019,1963,PRIVATE,57,5,95,56
2019,1959,PRIVATE,72,4,81,60
2019,1965,PRIVATE,50,5,89,54
2019,1962,PRIVATE,49,3,80,57
2019,1970,PRIVATE,18,5,83,49
2019,1970,PRIVATE,41,5,81,49
2019,1970,PRIVATE,18,5,81,49
2019,1970,PRIVATE,34,5,77,49
2019,1970,PRIVATE,23,5,79,49
2019,1970,PRIVATE,36,5,80,49
2019,1952,PRIVATE,33,5,87,67
2019,1956,PRIVATE,32,5,80,63
2019,1954,PRIVATE,37,4,74,65
2019,1950,PRIVATE,14,5,81,69
2019,1960,PRIVATE,28,5,69,59
2019,1959,PRIVATE,41,5,87,60
2019,1953,SOCIAL HOUSING,40,5,83,66
2019,1953,SOCIAL HOUSING,25,5,80,66
2019,1953,SOCIAL HOUSING,41,5,83,66
2019,1962,PRIVATE,24,5,76,57
2019,1967,PRIVATE,25,5,80,52
2019,1954,PRIVATE,37,4,74,65
2019,1962,PRIVATE,35,5,72,57
2019,1940,PRIVATE,14,5,69,79
2019,1960,PRIVATE,26,5,91,59
2019,1965,PRIVATE,112,5,88,54
2019,1911,PRIVATE,20,5,84,108
2019,1990,TCHC,41,5,81,29
2019,1930,PRIVATE,67,5,91,89
2019,1928,PRIVATE,32,5,83,91
2019,1960,PRIVATE,18,5,83,59
2019,1956,PRIVATE,24,5,66,63
2019,1965,PRIVATE,18,5,78,54
2019,1982,SOCIAL HOUSING,76,5,83,37
2019,1960,PRIVATE,74,5,81,59
2019,1970,PRIVATE,106,5,91,49
2019,1954,PRIVATE,22,5,74,65
2019,1954,PRIVATE,22,5,74,65
2019,1954,PRIVATE,22,5,74,65
2019,1960,PRIVATE,34,5,72,59
2019,1959,PRIVATE,26,5,85,60
2019,1985,SOCIAL HOUSING,109,5,72,34
2019,1959,PRIVATE,60,5,72,60
2019,1910,PRIVATE,18,5,79,109
2019,2016,PRIVATE,79,5,97,3
2019,1955,PRIVATE,32,5,85,64
2019,1955,PRIVATE,32,4,84,64
2019,1958,PRIVATE,52,4,83,61
2019,1950,PRIVATE,35,5,67,69
2019,1950,PRIVATE,35,5,71,69
2019,1960,PRIVATE,34,5,73,59
2019,1960,PRIVATE,60,5,72,59
2019,1962,PRIVATE,60,5,84,57
2019,1958,PRIVATE,60,5,87,61
2019,1956,PRIVATE,22,5,74,63
2019,1956,PRIVATE,22,5,70,63
2019,1954,PRIVATE,32,5,67,65
2019,1952,PRIVATE,29,4,66,67
2019,1977,PRIVATE,184,5,71,42
2019,1949,PRIVATE,21,5,77,70
2019,1949,PRIVATE,21,5,75,70
2019,2007,PRIVATE,278,5,96,12
2019,1964,PRIVATE,55,5,79,55
2019,1962,PRIVATE,29,5,80,57
2019,1963,TCHC,47,3,58,56
2019,1930,PRIVATE,26,5,73,89
2019,1940,PRIVATE,17,5,83,79
2019,1994,TCHC,128,4,69,25
2019,1971,TCHC,14,3,59,48
2019,1968,PRIVATE,56,5,69,51
2019,1960,PRIVATE,45,4,66,59
2019,1970,PRIVATE,17,5,79,49
2019,1970,PRIVATE,45,5,88,49
2019,1969,PRIVATE,24,5,75,50
2019,1993,SOCIAL HOUSING,63,5,87,26
2019,1957,PRIVATE,202,5,75,62
2019,1971,PRIVATE,77,5,79,48
2019,1971,PRIVATE,77,4,74,48
2019,2011,PRIVATE,218,5,96,8
2019,2012,PRIVATE,283,5,95,7
2019,1966,PRIVATE,96,4,75,53
2019,1970,PRIVATE,63,4,79,49
2019,1964,PRIVATE,137,5,90,55
2019,1966,PRIVATE,77,5,74,53
2019,1972,PRIVATE,122,5,79,47
2019,1993,SOCIAL HOUSING,66,5,86,26
2019,1970,PRIVATE,119,5,81,49
2019,1993,TCHC,83,5,91,26
2019,1993,TCHC,57,5,92,26
2019,1982,SOCIAL HOUSING,259,5,91,37
2019,1965,PRIVATE,357,5,91,54
2019,1965,PRIVATE,47,5,76,54
2019,1948,PRIVATE,71,5,76,71
2019,1957,PRIVATE,48,5,79,62
2019,1956,PRIVATE,86,5,93,63
2019,1970,PRIVATE,39,5,89,49
2019,1973,PRIVATE,540,5,72,46
2019,1974,PRIVATE,225,5,83,45
2019,1979,TCHC,350,5,87,40
2019,1974,PRIVATE,195,5,84,45
2019,1970,PRIVATE,28,5,80,49
2019,1972,PRIVATE,493,5,98,47
2019,1962,PRIVATE,160,5,81,57
2019,1969,PRIVATE,250,5,94,50
2019,1950,PRIVATE,40,5,89,69
2019,1957,PRIVATE,31,4,80,62
2019,1960,PRIVATE,47,4,80,59
2019,1961,PRIVATE,15,5,93,58
2019,1970,PRIVATE,65,5,81,49
2019,1964,PRIVATE,109,5,78,55
2019,1964,PRIVATE,188,5,81,55
2019,1956,PRIVATE,37,3,78,63
2019,1970,PRIVATE,491,5,83,49
2019,1947,PRIVATE,34,5,79,72
2019,1972,PRIVATE,227,5,95,47
2019,1974,PRIVATE,152,5,75,45
2019,1971,PRIVATE,142,4,77,48
2019,2008,PRIVATE,72,5,94,11
2019,1966,PRIVATE,148,5,92,53
2019,1965,PRIVATE,60,5,76,54
2019,1964,PRIVATE,162,5,90,55
2019,1969,PRIVATE,365,5,90,50
2019,1973,PRIVATE,141,4,86,46
2019,1965,PRIVATE,149,4,82,54
2019,2010,PRIVATE,155,5,100,9
2019,1989,SOCIAL HOUSING,119,5,72,30
2019,1984,TCHC,179,5,78,35
2019,1960,PRIVATE,130,5,63,59
2019,2007,SOCIAL HOUSING,68,5,84,12
2019,1968,PRIVATE,122,5,80,51
2019,1968,PRIVATE,121,5,81,51
2019,1975,PRIVATE,139,5,89,44
2019,1975,PRIVATE,139,5,91,44
2019,1974,PRIVATE,228,5,82,45
2019,1973,PRIVATE,233,4,77,46
2019,1962,PRIVATE,63,5,87,57
2019,1963,PRIVATE,111,5,78,56
2019,1963,PRIVATE,123,5,93,56
2019,1964,PRIVATE,171,4,79,55
2019,1967,PRIVATE,181,5,81,52
2019,1968,PRIVATE,49,5,90,51
2019,1971,PRIVATE,328,3,61,48
2019,1972,TCHC,236,4,64,47
2019,1992,SOCIAL HOUSING,128,5,79,27
2019,1965,PRIVATE,81,5,96,54
2019,1941,PRIVATE,28,5,78,78
2019,1941,PRIVATE,37,5,80,78
